id,focus,signal,slack,drag,confidence,score,lane
l001,fill risk,35,33,6,25,123,hold
l002,portfolio drift,35,34,6,55,184,ship
l003,quote width,35,35,6,85,245,ship
l004,spread pressure,35,36,18,25,66,hold
l005,fill risk,35,37,18,55,127,watch
l006,portfolio drift,35,38,18,85,188,ship
l007,quote width,35,39,34,25,-11,hold
l008,spread pressure,35,40,34,55,50,hold
l009,fill risk,35,41,34,85,111,hold
l010,portfolio drift,60,42,6,25,182,ship
l011,quote width,60,43,6,55,243,ship
l012,spread pressure,60,44,6,85,304,ship
l013,fill risk,60,45,18,25,125,hold
l014,portfolio drift,60,46,18,55,186,ship
l015,quote width,60,47,18,85,247,ship
l016,spread pressure,60,48,34,25,48,hold
l017,fill risk,60,32,34,55,92,hold
l018,portfolio drift,60,33,34,85,153,watch
l019,quote width,85,34,6,25,224,ship
l020,spread pressure,85,35,6,55,285,ship
l021,fill risk,85,36,6,85,346,ship
l022,portfolio drift,85,37,18,25,167,ship
l023,quote width,85,38,18,55,228,ship
l024,spread pressure,85,39,18,85,289,ship
l025,fill risk,85,40,34,25,90,hold
l026,portfolio drift,85,41,34,55,151,watch
l027,quote width,85,42,34,85,212,ship
